SENS_ID	SDN	O2	O2satper	TC	pHinsitu	VpH	COND	ORP	Vbatt
1	2015-11-09 22:50	6.26	95.4	26.75	8.36	-83.1	53300	81	10.8
1	2015-11-09 22:52	6.27	95.6	26.75	8.37	-83.09	53290	81	10.8
1	2015-11-09 22:54	6.26	95.5	26.74	8.38	-83.05	53290	81	10.78
1	2015-11-09 22:56	6.26	95.4	26.73	8.39	-83.03	53260	81	10.82
1	2015-11-09 22:58	6.26	95.4	26.72	8.41	-82.96	53270	81	10.76
1	2015-11-09 23:00	6.25	95.3	26.72	8.42	-82.91	53240	82	10.82
1	2015-11-09 23:02	6.26	95.4	26.71	8.42	-82.9	53260	81	10.8
1	2015-11-09 23:04	6.26	95.4	26.71	8.43	-82.89	53320	82	10.8
1	2015-11-09 23:06	6.26	95.4	26.7	8.44	-82.84	53250	82	10.78
1	2015-11-09 23:08	6.25	95.2	26.7	8.45	-82.81	53330	82	10.8
1	2015-11-09 23:10	6.26	95.3	26.69	8.47	-82.75	53330	82	10.75
1	2015-11-09 23:12	6.25	95.1	26.69	8.47	-82.74	53220	82	10.78
1	2015-11-09 23:14	6.26	95.2	26.68	8.47	-82.75	53160	82	10.78
1	2015-11-09 23:16	6.25	95.2	26.68	8.49	-82.68	53300	82	10.78
1	2015-11-09 23:18	6.26	95.3	26.68	8.49	-82.66	53190	82	10.78
1	2015-11-09 23:20	6.25	95.2	26.67	8.5	-82.63	53290	82	10.8
1	2015-11-09 23:22	6.25	95.2	26.67	8.51	-82.59	53280	82	10.78
1	2015-11-09 23:24	6.25	95.1	26.66	8.51	-82.59	53330	82	10.78
1	2015-11-09 23:26	6.24	95	26.66	8.53	-82.53	53280	82	10.78
1	2015-11-09 23:28	6.24	95	26.66	8.54	-82.5	53330	82	10.76
1	2015-11-09 23:30	6.24	94.9	26.65	8.55	-82.47	53340	82	10.76
1	2015-11-09 23:32	6.23	94.9	26.65	8.55	-82.46	53290	82	10.8
1	2015-11-09 23:34	6.23	94.9	26.65	8.56	-82.43	53360	82	10.75
1	2015-11-09 23:36	6.23	94.8	26.64	8.57	-82.38	53290	82	10.76
1	2015-11-09 23:38	6.24	94.9	26.64	8.57	-82.38	53220	82	10.78
1	2015-11-09 23:40	6.24	95	26.64	8.59	-82.33	53260	82	10.78
1	2015-11-09 23:42	6.25	95	26.63	8.59	-82.31	53320	82	10.78
1	2015-11-09 23:44	6.24	94.9	26.63	8.6	-82.28	53360	82	10.78
1	2015-11-09 23:46	6.23	94.8	26.62	8.6	-82.28	53250	82	10.76
1	2015-11-09 23:48	6.23	94.8	26.62	8.61	-82.24	53310	82	10.75
1	2015-11-09 23:50	6.23	94.8	26.62	8.63	-82.18	53380	82	10.78
1	2015-11-09 23:52	6.23	94.7	26.61	8.63	-82.19	53230	82	10.76
1	2015-11-09 23:54	6.24	94.9	26.62	8.64	-82.13	53220	82	10.78
1	2015-11-09 23:56	6.23	94.7	26.61	8.66	-82.08	53310	82	10.75
1	2015-11-09 23:58	6.22	94.6	26.6	8.66	-82.08	53270	82	10.78
1	2015-11-10 00:00	6.23	94.7	26.6	8.67	-82.03	53290	83	10.78
1	2015-11-10 00:02	6.22	94.6	26.6	8.68	-82	53320	83	10.75
1	2015-11-10 00:04	6.21	94.4	26.59	8.71	-81.91	53220	83	10.78
1	2015-11-10 00:06	6.22	94.5	26.59	8.7	-81.92	53280	83	10.76
1	2015-11-10 00:08	6.21	94.4	26.58	8.71	-81.9	53260	83	10.78
1	2015-11-10 00:10	6.2	94.3	26.58	8.72	-81.88	53410	83	10.75
1	2015-11-10 00:12	6.21	94.3	26.58	8.72	-81.86	53260	83	10.78
1	2015-11-10 00:14	6.2	94.2	26.58	8.73	-81.82	53280	83	10.75
1	2015-11-10 00:16	6.2	94.3	26.58	8.74	-81.78	53280	83	10.75
1	2015-11-10 00:18	6.2	94.2	26.57	8.75	-81.76	53280	83	10.78
1	2015-11-10 00:20	6.21	94.3	26.57	8.76	-81.71	53280	83	10.76
1	2015-11-10 00:22	6.19	94.1	26.56	8.77	-81.67	53350	83	10.78
1	2015-11-10 00:24	6.21	94.3	26.56	8.78	-81.67	53270	83	10.76
1	2015-11-10 00:26	6.19	94.1	26.56	8.79	-81.64	53280	83	10.75
1	2015-11-10 00:28	6.18	93.9	26.55	8.8	-81.59	53340	83	10.78
1	2015-11-10 00:30	6.19	94	26.55	8.8	-81.58	53280	83	10.75
1	2015-11-10 00:32	6.18	94	26.55	8.8	-81.57	53290	83	10.76
1	2015-11-10 00:34	6.18	94	26.55	8.82	-81.52	53320	83	10.75
1	2015-11-10 00:36	6.19	93.9	26.54	8.83	-81.49	53250	83	10.73
1	2015-11-10 00:38	6.18	93.8	26.54	8.82	-81.5	53330	83	10.73
1	2015-11-10 00:40	6.17	93.7	26.54	8.83	-81.46	53340	83	10.76
1	2015-11-10 00:42	6.17	93.7	26.53	8.85	-81.43	53270	83	10.63
1	2015-11-10 00:44	6.16	93.6	26.53	8.85	-81.4	53240	83	10.73
1	2015-11-10 00:46	6.17	93.7	26.53	8.86	-81.38	53280	83	10.78
1	2015-11-10 00:48	6.17	93.7	26.53	8.86	-81.38	53200	83	10.75
1	2015-11-10 00:50	6.17	93.7	26.52	8.86	-81.36	53310	83	10.73
1	2015-11-10 00:52	6.16	93.6	26.52	8.88	-81.31	53290	83	10.76
1	2015-11-10 00:54	6.16	93.6	26.52	8.88	-81.3	53330	83	10.76
1	2015-11-10 00:56	6.18	93.8	26.52	8.89	-81.27	53210	83	10.73
1	2015-11-10 00:58	6.18	93.7	26.52	8.89	-81.26	53190	83	10.75
1	2015-11-10 01:00	6.16	93.6	26.51	8.9	-81.23	53340	83	10.76
1	2015-11-10 01:02	6.17	93.6	26.51	8.91	-81.2	53270	83	10.75
1	2015-11-10 01:04	6.16	93.5	26.51	8.91	-81.19	53380	83	10.75
1	2015-11-10 01:06	6.17	93.7	26.5	8.92	-81.16	53310	83	10.75
1	2015-11-10 01:08	6.17	93.7	26.5	8.93	-81.11	53300	84	10.71
1	2015-11-10 01:10	6.17	93.7	26.5	8.94	-81.11	53240	83	10.73
1	2015-11-10 01:12	6.17	93.6	26.5	8.95	-81.07	53200	84	10.75
1	2015-11-10 01:14	6.17	93.6	26.5	8.96	-81.04	53280	84	10.73
1	2015-11-10 01:16	6.17	93.6	26.49	8.96	-81.04	53270	84	10.76
1	2015-11-10 01:18	6.16	93.6	26.49	8.97	-81.01	53270	84	10.75
1	2015-11-10 01:20	6.18	93.7	26.49	8.98	-80.97	53240	84	10.73
1	2015-11-10 01:22	6.18	93.9	26.49	8.99	-80.93	53370	84	10.75
1	2015-11-10 01:24	6.17	93.7	26.49	8.98	-80.94	53370	84	10.76
1	2015-11-10 01:26	6.18	93.8	26.48	9	-80.88	53270	84	10.73
1	2015-11-10 01:28	6.17	93.7	26.48	9	-80.87	53340	84	10.75
1	2015-11-10 01:30	6.17	93.6	26.48	9.02	-80.82	53390	84	10.75
1	2015-11-10 01:32	6.19	93.9	26.48	9.03	-80.77	53240	84	10.71
1	2015-11-10 01:34	6.19	93.9	26.48	9.05	-80.72	53330	84	10.7
1	2015-11-10 01:36	6.19	93.9	26.47	9.04	-80.74	53310	84	10.73
1	2015-11-10 01:38	6.19	93.9	26.47	9.05	-80.72	53330	84	10.75
1	2015-11-10 01:40	6.19	94	26.47	9.07	-80.65	53340	84	10.73
1	2015-11-10 01:42	6.2	94.2	26.47	9.06	-80.68	53370	84	10.75
1	2015-11-10 01:44	6.2	94.1	26.47	9.07	-80.65	53350	84	10.75
1	2015-11-10 01:46	6.2	94.1	26.46	9.08	-80.6	53240	84	10.71
1	2015-11-10 01:48	6.2	94	26.47	9.08	-80.6	53290	84	10.75
1	2015-11-10 01:50	6.2	94	26.46	9.09	-80.57	53260	84	10.73
1	2015-11-10 01:52	6.2	94.1	26.46	9.09	-80.57	53270	84	10.73
1	2015-11-10 01:54	6.2	94.1	26.46	9.11	-80.51	53320	84	10.75
1	2015-11-10 01:56	6.2	94	26.46	9.11	-80.51	53330	84	10.73
1	2015-11-10 01:58	6.21	94.2	26.46	9.12	-80.47	53290	84	10.7
1	2015-11-10 02:00	6.22	94.3	26.45	9.13	-80.43	53290	84	10.71
1	2015-11-10 02:02	6.2	94	26.45	9.13	-80.43	53310	84	10.73
1	2015-11-10 02:04	6.2	94.1	26.45	9.14	-80.4	53330	84	10.71
1	2015-11-10 02:06	6.2	94.1	26.45	9.14	-80.39	53410	84	10.73
1	2015-11-10 02:08	6.2	94	26.45	9.15	-80.36	53260	84	10.73
1	2015-11-10 02:10	6.21	94.2	26.45	9.16	-80.34	53300	84	10.73
1	2015-11-10 02:12	6.2	94	26.45	9.16	-80.33	53270	84	10.71
1	2015-11-10 02:14	6.2	94.1	26.44	9.17	-80.28	53290	84	10.71
1	2015-11-10 02:16	6.21	94.2	26.44	9.18	-80.27	53280	84	10.7
1	2015-11-10 02:18	6.22	94.4	26.44	9.18	-80.25	53270	84	10.7
1	2015-11-10 02:20	6.21	94.2	26.44	9.18	-80.24	53290	84	10.71
1	2015-11-10 02:22	6.21	94.2	26.44	9.2	-80.21	53290	84	10.75
1	2015-11-10 02:24	6.23	94.4	26.44	9.21	-80.17	53280	84	10.7
1	2015-11-10 02:26	6.21	94.3	26.44	9.21	-80.16	53380	84	10.73
1	2015-11-10 02:28	6.22	94.3	26.43	9.21	-80.14	53330	84	10.7
1	2015-11-10 02:30	6.22	94.4	26.43	9.22	-80.14	53340	84	10.73
1	2015-11-10 02:32	6.22	94.3	26.43	9.23	-80.08	53380	84	10.68
1	2015-11-10 02:34	6.23	94.4	26.43	9.23	-80.07	53260	84	10.71
1	2015-11-10 02:36	6.22	94.4	26.43	9.23	-80.08	53290	84	10.73
1	2015-11-10 02:38	6.22	94.3	26.42	9.25	-80.02	53250	84	10.68
1	2015-11-10 02:40	6.23	94.4	26.42	9.25	-80.01	53280	85	10.71
1	2015-11-10 02:42	6.22	94.3	26.42	9.25	-80	53320	84	10.68
1	2015-11-10 02:44	6.23	94.5	26.42	9.27	-79.95	53320	84	10.71
1	2015-11-10 02:46	6.23	94.4	26.42	9.27	-79.93	53310	85	10.73
1	2015-11-10 02:48	6.22	94.3	26.42	9.27	-79.94	53270	85	10.71
1	2015-11-10 02:50	6.24	94.5	26.42	9.28	-79.92	53280	84	10.71
1	2015-11-10 02:52	6.23	94.4	26.42	9.29	-79.88	53230	85	10.68
1	2015-11-10 02:54	6.23	94.5	26.42	9.29	-79.86	53280	85	10.68
1	2015-11-10 02:56	6.24	94.5	26.41	9.3	-79.86	53320	85	10.73
1	2015-11-10 02:58	6.23	94.4	26.41	9.31	-79.82	53280	85	10.68
1	2015-11-10 03:00	6.24	94.5	26.4	9.31	-79.82	53280	85	10.68
1	2015-11-10 03:02	6.23	94.5	26.41	9.32	-79.79	53270	85	10.7
1	2015-11-10 03:04	6.23	94.4	26.4	9.31	-79.8	53290	85	10.71
1	2015-11-10 03:06	6.24	94.5	26.4	9.33	-79.75	53300	85	10.61
1	2015-11-10 03:08	6.23	94.4	26.4	9.33	-79.75	53300	85	10.68
1	2015-11-10 03:10	6.23	94.4	26.4	9.34	-79.71	53320	85	10.7
1	2015-11-10 03:12	6.24	94.6	26.39	9.34	-79.72	53240	85	10.71
1	2015-11-10 03:14	6.23	94.4	26.39	9.34	-79.69	53310	85	10.73
1	2015-11-10 03:16	6.23	94.4	26.39	9.35	-79.67	53210	85	10.73
1	2015-11-10 03:18	6.23	94.4	26.39	9.36	-79.64	53300	85	10.68
1	2015-11-10 03:20	6.24	94.6	26.39	9.37	-79.61	53220	85	10.71
1	2015-11-10 03:22	6.23	94.5	26.39	9.37	-79.61	53370	85	10.68
1	2015-11-10 03:24	6.24	94.6	26.39	9.38	-79.58	53330	85	10.68
1	2015-11-10 03:26	6.24	94.6	26.38	9.38	-79.58	53290	85	10.71
1	2015-11-10 03:28	6.23	94.4	26.38	9.38	-79.55	53270	85	10.71
1	2015-11-10 03:30	6.23	94.4	26.38	9.39	-79.51	53290	85	10.71
1	2015-11-10 03:32	6.24	94.5	26.38	9.39	-79.52	53280	85	10.68
1	2015-11-10 03:34	6.23	94.5	26.38	9.4	-79.48	53380	85	10.68
1	2015-11-10 03:36	6.24	94.5	26.37	9.41	-79.45	53280	85	10.71
1	2015-11-10 03:38	6.24	94.5	26.38	9.41	-79.44	53290	85	10.68
1	2015-11-10 03:40	6.23	94.3	26.37	9.43	-79.4	53300	85	10.71
1	2015-11-10 03:42	6.23	94.4	26.37	9.43	-79.4	53260	85	10.68
1	2015-11-10 03:44	6.23	94.3	26.37	9.43	-79.39	53270	85	10.68
1	2015-11-10 03:46	6.23	94.4	26.37	9.44	-79.37	53290	85	10.65
1	2015-11-10 03:48	6.22	94.2	26.37	9.45	-79.32	53370	85	10.68
1	2015-11-10 03:50	6.22	94.2	26.37	9.45	-79.31	53350	85	10.7
1	2015-11-10 03:52	6.23	94.3	26.37	9.46	-79.29	53280	85	10.66
1	2015-11-10 03:54	6.22	94.2	26.36	9.45	-79.33	53330	85	10.68
1	2015-11-10 03:56	6.21	94.1	26.36	9.46	-79.29	53320	85	10.68
1	2015-11-10 03:58	6.22	94.1	26.36	9.47	-79.27	53310	85	10.71
1	2015-11-10 04:00	6.21	94.1	26.36	9.47	-79.26	53410	85	10.68
1	2015-11-10 04:02	6.22	94.2	26.36	9.48	-79.22	53340	85	10.7
1	2015-11-10 04:04	6.21	94	26.35	9.48	-79.23	53240	85	10.68
1	2015-11-10 04:06	6.21	94	26.35	9.49	-79.19	53320	85	10.7
1	2015-11-10 04:08	6.22	94.2	26.35	9.49	-79.17	53350	85	10.66
1	2015-11-10 04:10	6.21	94.1	26.35	9.5	-79.14	53340	85	10.7
1	2015-11-10 04:12	6.21	94	26.34	9.5	-79.15	53340	85	10.66
1	2015-11-10 04:14	6.22	94.2	26.34	9.5	-79.14	53240	85	10.7
1	2015-11-10 04:16	6.21	94.1	26.34	9.51	-79.1	53320	85	10.7
1	2015-11-10 04:18	6.21	94.1	26.34	9.51	-79.1	53280	85	10.7
1	2015-11-10 04:20	6.22	94.1	26.34	9.52	-79.09	53180	85	10.68
1	2015-11-10 04:22	6.2	93.9	26.33	9.52	-79.07	53290	85	10.68
1	2015-11-10 04:24	6.21	93.9	26.33	9.53	-79.04	53280	85	10.7
1	2015-11-10 04:26	6.2	93.8	26.33	9.53	-79.05	53280	85	10.66
1	2015-11-10 04:28	6.2	93.9	26.33	9.55	-78.98	53360	85	10.66
1	2015-11-10 04:30	6.2	93.9	26.32	9.55	-78.97	53240	85	10.68
1	2015-11-10 04:32	6.2	93.8	26.32	9.56	-78.94	53280	85	10.7
1	2015-11-10 04:34	6.2	93.8	26.32	9.56	-78.93	53270	85	10.66
1	2015-11-10 04:36	6.21	94	26.32	9.56	-78.93	53230	85	10.68
1	2015-11-10 04:38	6.19	93.8	26.31	9.56	-78.92	53350	85	10.68
1	2015-11-10 04:40	6.19	93.7	26.31	9.57	-78.89	53220	85	10.68
1	2015-11-10 04:42	6.2	93.7	26.31	9.57	-78.9	53250	85	10.66
1	2015-11-10 04:44	6.2	93.8	26.31	9.58	-78.86	53320	85	10.65
1	2015-11-10 04:46	6.19	93.7	26.3	9.59	-78.82	53240	85	10.68
1	2015-11-10 04:48	6.2	93.8	26.3	9.58	-78.85	53150	85	10.68
1	2015-11-10 04:50	6.19	93.7	26.3	9.59	-78.82	53300	85	10.68
1	2015-11-10 04:52	6.2	93.8	26.3	9.6	-78.79	53300	85	10.68
1	2015-11-10 04:54	6.2	93.9	26.3	9.61	-78.76	53320	85	10.66
1	2015-11-10 04:56	6.21	93.9	26.29	9.61	-78.78	53330	85	10.68
1	2015-11-10 04:58	6.21	93.9	26.29	9.61	-78.76	53310	85	10.66
1	2015-11-10 05:00	6.21	94	26.29	9.61	-78.75	53310	85	10.68
1	2015-11-10 05:02	6.22	94.1	26.29	9.63	-78.7	53260	86	10.66
1	2015-11-10 05:04	6.21	94	26.29	9.63	-78.71	53280	85	10.66
1	2015-11-10 05:06	6.22	94.1	26.29	9.63	-78.7	53310	86	10.66
1	2015-11-10 05:08	6.21	94	26.28	9.64	-78.67	53370	86	10.68
1	2015-11-10 05:10	6.22	94	26.28	9.64	-78.66	53350	86	10.66
1	2015-11-10 05:12	6.22	94.1	26.28	9.65	-78.62	53260	86	10.65
1	2015-11-10 05:14	6.22	94.1	26.28	9.65	-78.63	53360	86	10.65
1	2015-11-10 05:16	6.23	94.1	26.28	9.65	-78.61	53210	86	10.66
1	2015-11-10 05:18	6.22	94	26.27	9.66	-78.6	53270	86	10.65
1	2015-11-10 05:20	6.22	94.1	26.27	9.66	-78.58	53270	86	10.66
1	2015-11-10 05:22	6.22	94	26.27	9.67	-78.54	53250	86	10.61
1	2015-11-10 05:24	6.22	94.1	26.27	9.68	-78.53	53280	86	10.65
1	2015-11-10 05:26	6.22	94	26.27	9.68	-78.51	53290	86	10.68
1	2015-11-10 05:28	6.23	94.2	26.27	9.68	-78.51	53320	86	10.65
1	2015-11-10 05:30	6.23	94.3	26.26	9.69	-78.49	53300	86	10.63
1	2015-11-10 05:32	6.23	94.2	26.26	9.69	-78.5	53260	86	10.66
1	2015-11-10 05:34	6.24	94.3	26.26	9.69	-78.47	53260	86	10.66
1	2015-11-10 05:36	6.24	94.3	26.25	9.71	-78.43	53260	86	10.66
1	2015-11-10 05:38	6.24	94.3	26.25	9.7	-78.45	53290	86	10.65
1	2015-11-10 05:40	6.25	94.5	26.25	9.71	-78.42	53270	86	10.63
1	2015-11-10 05:42	6.25	94.4	26.25	9.72	-78.39	53240	86	10.66
1	2015-11-10 05:44	6.24	94.4	26.25	9.72	-78.37	53280	86	10.68
1	2015-11-10 05:46	6.24	94.4	26.25	9.72	-78.37	53320	86	10.63
1	2015-11-10 05:48	6.24	94.4	26.25	9.74	-78.32	53340	86	10.63
1	2015-11-10 05:50	6.26	94.6	26.25	9.74	-78.32	53300	86	10.65
1	2015-11-10 05:52	6.24	94.3	26.25	9.75	-78.29	53270	86	10.61
1	2015-11-10 05:54	6.25	94.5	26.25	9.74	-78.3	53300	86	10.65
1	2015-11-10 05:56	6.25	94.5	26.24	9.76	-78.25	53360	86	10.65
1	2015-11-10 05:58	6.24	94.3	26.24	9.76	-78.24	53390	86	10.63
1	2015-11-10 06:00	6.24	94.4	26.24	9.76	-78.23	53300	86	10.63
1	2015-11-10 06:02	6.25	94.5	26.23	9.77	-78.19	53310	86	10.66
1	2015-11-10 06:04	6.25	94.4	26.23	9.77	-78.2	53220	86	10.65
1	2015-11-10 06:06	6.25	94.5	26.23	9.78	-78.16	53280	86	10.63
1	2015-11-10 06:08	6.26	94.6	26.23	9.78	-78.18	53280	86	10.65
1	2015-11-10 06:10	6.25	94.4	26.23	9.79	-78.13	53300	86	10.65
1	2015-11-10 06:12	6.25	94.4	26.23	9.8	-78.11	53310	86	10.65
1	2015-11-10 06:14	6.25	94.5	26.23	9.8	-78.09	53290	86	10.63
1	2015-11-10 06:16	6.24	94.4	26.22	9.79	-78.12	53330	86	10.63
1	2015-11-10 06:18	6.25	94.4	26.22	9.81	-78.07	53380	86	10.66
1	2015-11-10 06:20	6.25	94.5	26.22	9.81	-78.06	53350	86	10.66
1	2015-11-10 06:22	6.25	94.4	26.22	9.83	-78	53360	86	10.68
1	2015-11-10 06:24	6.25	94.4	26.22	9.83	-78.01	53250	86	10.65
1	2015-11-10 06:26	6.25	94.5	26.22	9.84	-77.96	53340	86	10.63
1	2015-11-10 06:28	6.26	94.6	26.21	9.85	-77.94	53330	86	10.65
1	2015-11-10 06:30	6.25	94.5	26.21	9.84	-77.95	53270	86	10.66
1	2015-11-10 06:32	6.25	94.4	26.21	9.84	-77.95	53330	86	10.65
1	2015-11-10 06:34	6.25	94.5	26.21	9.86	-77.89	53300	86	10.61
1	2015-11-10 06:36	6.25	94.4	26.21	9.86	-77.87	53350	86	10.63
1	2015-11-10 06:38	6.25	94.4	26.21	9.86	-77.88	53320	86	10.61
1	2015-11-10 06:40	6.25	94.4	26.21	9.88	-77.82	53300	86	10.65
1	2015-11-10 06:42	6.25	94.4	26.21	9.89	-77.79	53280	86	10.56
1	2015-11-10 06:44	6.25	94.4	26.2	9.89	-77.79	53340	86	10.61
1	2015-11-10 06:46	6.25	94.4	26.2	9.89	-77.8	53330	86	10.65
1	2015-11-10 06:48	6.25	94.4	26.2	9.89	-77.78	53330	86	10.65
1	2015-11-10 06:50	6.25	94.4	26.2	9.9	-77.76	53280	86	10.65
1	2015-11-10 06:52	6.25	94.4	26.2	9.9	-77.74	53200	86	10.63
1	2015-11-10 06:54	6.25	94.4	26.2	9.91	-77.73	53390	86	10.59
1	2015-11-10 06:56	6.25	94.4	26.2	9.91	-77.71	53320	86	10.63
1	2015-11-10 06:58	6.25	94.3	26.2	9.93	-77.66	53290	86	10.53
1	2015-11-10 07:00	6.25	94.4	26.2	9.92	-77.68	53330	86	10.65
1	2015-11-10 07:02	6.25	94.4	26.2	9.94	-77.63	53240	86	10.65
1	2015-11-10 07:04	6.26	94.5	26.2	9.94	-77.62	53200	86	10.65
1	2015-11-10 07:06	6.25	94.4	26.19	9.94	-77.6	53340	86	10.65
1	2015-11-10 07:08	6.26	94.5	26.19	9.94	-77.6	53340	86	10.65
1	2015-11-10 07:10	6.26	94.5	26.19	9.95	-77.59	53290	86	10.61
1	2015-11-10 07:12	6.26	94.6	26.19	9.95	-77.56	53310	86	10.65
1	2015-11-10 07:14	6.26	94.5	26.19	9.97	-77.52	53310	86	10.63
1	2015-11-10 07:16	6.26	94.6	26.19	9.96	-77.53	53330	86	10.63
1	2015-11-10 07:18	6.25	94.4	26.19	9.97	-77.52	53260	86	10.63
1	2015-11-10 07:20	6.25	94.4	26.19	9.97	-77.5	53240	86	10.61
1	2015-11-10 07:22	6.25	94.4	26.18	9.98	-77.49	53300	86	10.59
1	2015-11-10 07:24	6.25	94.5	26.18	9.98	-77.47	53340	86	10.61
1	2015-11-10 07:26	6.26	94.5	26.18	9.98	-77.47	53390	86	10.63
1	2015-11-10 07:28	6.25	94.5	26.18	9.99	-77.46	53370	86	10.63
1	2015-11-10 07:30	6.25	94.4	26.18	9.99	-77.43	53310	86	10.48
1	2015-11-10 07:32	6.26	94.5	26.18	10	-77.42	53310	86	10.63
1	2015-11-10 07:34	6.25	94.5	26.18	10	-77.4	53370	86	10.63
1	2015-11-10 07:36	6.25	94.5	26.18	10	-77.41	53390	86	10.61
1	2015-11-10 07:38	6.25	94.4	26.18	10.01	-77.36	53420	86	10.65
1	2015-11-10 07:40	6.26	94.6	26.17	10.01	-77.36	53400	86	10.63
1	2015-11-10 07:42	6.25	94.4	26.17	10.02	-77.34	53370	86	10.63
1	2015-11-10 07:44	6.26	94.6	26.17	10.02	-77.33	53300	86	10.63
1	2015-11-10 07:46	6.26	94.5	26.17	10.03	-77.3	53320	86	10.59
1	2015-11-10 07:48	6.26	94.5	26.17	10.03	-77.29	53390	86	10.56
1	2015-11-10 07:50	6.26	94.5	26.17	10.04	-77.26	53250	86	10.61
1	2015-11-10 07:52	6.26	94.6	26.17	10.03	-77.29	53310	86	10.61
1	2015-11-10 07:54	6.25	94.4	26.16	10.04	-77.26	53370	86	10.63
1	2015-11-10 07:56	6.26	94.5	26.16	10.05	-77.23	53300	86	10.49
1	2015-11-10 07:58	6.26	94.5	26.16	10.05	-77.24	53250	87	10.61
1	2015-11-10 08:00	6.26	94.5	26.16	10.06	-77.2	53420	87	10.61
1	2015-11-10 08:02	6.25	94.3	26.16	10.05	-77.23	53280	87	10.59
1	2015-11-10 08:04	6.24	94.2	26.16	10.06	-77.2	53280	87	10.61
1	2015-11-10 08:06	6.25	94.3	26.16	10.07	-77.16	53240	87	10.59
