SENS_ID	SDN	TC	COND	O2satper	O2	pHinsitu	ORP	Vbatt	VpH	FLUOR
1	5/10/15 17:01	27.173	0	110.846	0	0	0	0	0	0
1	5/10/15 17:02	27.173	0	110.426	0	0	0	0	0	0
1	5/10/15 17:03	27.173	0	110.113	0	0	0	0	0	0
1	5/10/15 17:04	27.173	0	110.217	0	0	0	0	0	0
1	5/10/15 17:05	27.173	0	110.217	0	0	0	0	0	0
1	5/10/15 17:06	27.173	0	110.113	0	0	0	0	0	0
1	5/10/15 17:07	27.173	0	110.113	0	0	0	0	0	0
1	5/10/15 17:08	27.173	0	110.009	0	0	0	0	0	0
1	5/10/15 17:09	27.173	0	110.009	0	0	0	0	0	0
1	5/10/15 17:10	27.173	0	109.904	0	0	0	0	0	0
1	5/10/15 17:11	27.173	0	109.593	0	0	0	0	0	0
1	5/10/15 17:12	27.173	0	109.385	0	0	0	0	0	0
1	5/10/15 17:13	27.173	0	108.972	0	0	0	0	0	0
1	5/10/15 17:14	27.075	0	108.767	0	0	0	0	0	0
1	5/10/15 17:15	27.075	0	107.037	0	0	0	0	0	0
1	5/10/15 17:16	27.075	0	103.775	0	0	0	0	0	0
1	5/10/15 17:17	27.075	0	103.195	0	0	0	0	0	0
1	5/10/15 17:18	27.075	0	103.678	0	0	0	0	0	0
1	5/10/15 17:19	27.075	0	103.775	0	0	0	0	0	0
1	5/10/15 17:20	27.075	0	103.484	0	0	0	0	0	0
1	5/10/15 17:21	26.977	0	103.002	0	0	0	0	0	0
1	5/10/15 17:22	27.075	0	101.668	0	0	0	0	0	0
1	5/10/15 17:23	26.977	0	100.447	0	0	0	0	0	0
1	5/10/15 17:24	26.977	0	99.062	0	0	0	0	0	0
1	5/10/15 17:25	26.977	0	97.699	0	0	0	0	0	0
1	5/10/15 17:26	26.977	0	96.36	0	0	0	0	0	0
1	5/10/15 17:27	26.977	0	94.522	0	0	0	0	0	0
1	5/10/15 17:28	26.977	0	92.895	0	0	0	0	0	0
1	5/10/15 17:29	26.977	0	91.802	0	0	0	0	0	0
1	5/10/15 17:30	26.977	0	91.886	0	0	0	0	0	0
1	5/10/15 17:31	26.977	0	92.053	0	0	0	0	0	0
1	5/10/15 17:32	26.977	0	91.719	0	0	0	0	0	0
1	5/10/15 17:33	26.879	0	91.303	0	0	0	0	0	0
1	5/10/15 17:34	26.879	0	90.889	0	0	0	0	0	0
1	5/10/15 17:35	26.879	0	91.303	0	0	0	0	0	0
1	5/10/15 17:36	26.879	0	92.221	0	0	0	0	0	0
1	5/10/15 17:37	26.879	0	92.895	0	0	0	0	0	0
1	5/10/15 17:38	26.879	0	93.32	0	0	0	0	0	0
1	5/10/15 17:39	26.879	0	93.49	0	0	0	0	0	0
1	5/10/15 17:40	26.879	0	93.15	0	0	0	0	0	0
1	5/10/15 17:41	26.879	0	92.305	0	0	0	0	0	0
1	5/10/15 17:42	26.879	0	90.314	0	0	0	0	0	0
1	5/10/15 17:43	26.879	0	87.188	0	0	0	0	0	0
1	5/10/15 17:44	26.781	0	84.041	0	0	0	0	0	0
1	5/10/15 17:45	26.781	0	81.029	0	0	0	0	0	0
1	5/10/15 17:46	26.781	0	78.766	0	0	0	0	0	0
1	5/10/15 17:47	26.781	0	76.51	0	0	0	0	0	0
1	5/10/15 17:48	26.781	0	74.851	0	0	0	0	0	0
1	5/10/15 17:49	26.781	0	73.618	0	0	0	0	0	0
1	5/10/15 17:50	26.781	0	73.042	0	0	0	0	0	0
1	5/10/15 17:51	26.781	0	72.979	0	0	0	0	0	0
1	5/10/15 17:52	26.781	0	73.298	0	0	0	0	0	0
1	5/10/15 17:53	26.683	0	73.811	0	0	0	0	0	0
1	5/10/15 17:54	26.683	0	73.683	0	0	0	0	0	0
1	5/10/15 17:55	26.683	0	72.598	0	0	0	0	0	0
1	5/10/15 17:56	26.683	0	71.532	0	0	0	0	0	0
1	5/10/15 17:57	26.683	0	71.47	0	0	0	0	0	0
1	5/10/15 17:58	26.683	0	72.598	0	0	0	0	0	0
1	5/10/15 17:59	26.683	0	73.234	0	0	0	0	0	0
1	5/10/15 18:00	26.683	0	72.662	0	0	0	0	0	0
1	5/10/15 18:01	26.683	0	72.157	0	0	0	0	0	0
1	5/10/15 18:02	26.683	0	71.284	0	0	0	0	0	0
1	5/10/15 18:03	26.683	0	70.791	0	0	0	0	0	0
1	5/10/15 18:04	26.683	0	70.546	0	0	0	0	0	0
1	5/10/15 18:05	26.585	0	70.18	0	0	0	0	0	0
1	5/10/15 18:06	26.683	0	69.214	0	0	0	0	0	0
1	5/10/15 18:07	26.585	0	68.559	0	0	0	0	0	0
1	5/10/15 18:08	26.585	0	68.796	0	0	0	0	0	0
1	5/10/15 18:09	26.585	0	68.678	0	0	0	0	0	0
1	5/10/15 18:10	26.585	0	67.735	0	0	0	0	0	0
1	5/10/15 18:11	26.585	0	66.179	0	0	0	0	0	0
1	5/10/15 18:12	26.585	0	65.051	0	0	0	0	0	0
1	5/10/15 18:13	26.585	0	64.055	0	0	0	0	0	0
1	5/10/15 18:14	26.585	0	64.055	0	0	0	0	0	0
1	5/10/15 18:15	26.585	0	65.107	0	0	0	0	0	0
1	5/10/15 18:16	26.488	0	66.008	0	0	0	0	0	0
1	5/10/15 18:17	26.488	0	66.751	0	0	0	0	0	0
1	5/10/15 18:18	26.488	0	66.521	0	0	0	0	0	0
1	5/10/15 18:19	26.488	0	65.838	0	0	0	0	0	0
1	5/10/15 18:20	26.488	0	64.662	0	0	0	0	0	0
1	5/10/15 18:21	26.488	0	63.076	0	0	0	0	0	0
1	5/10/15 18:22	26.488	0	61.376	0	0	0	0	0	0
1	5/10/15 18:23	26.488	0	59.624	0	0	0	0	0	0
1	5/10/15 18:24	26.488	0	58.025	0	0	0	0	0	0
1	5/10/15 18:25	26.488	0	56.424	0	0	0	0	0	0
1	5/10/15 18:26	26.488	0	55.29	0	0	0	0	0	0
1	5/10/15 18:27	26.488	0	54.134	0	0	0	0	0	0
1	5/10/15 18:28	26.39	0	52.691	0	0	0	0	0	0
1	5/10/15 18:29	26.39	0	51.115	0	0	0	0	0	0
1	5/10/15 18:30	26.39	0	49.671	0	0	0	0	0	0
1	5/10/15 18:31	26.39	0	48.35	0	0	0	0	0	0
1	5/10/15 18:32	26.39	0	47.823	0	0	0	0	0	0
1	5/10/15 18:33	26.39	0	47.303	0	0	0	0	0	0
1	5/10/15 18:34	26.39	0	46.239	0	0	0	0	0	0
1	5/10/15 18:35	26.39	0	45.16	0	0	0	0	0	0
1	5/10/15 18:36	26.39	0	43.773	0	0	0	0	0	0
1	5/10/15 18:37	26.39	0	42.426	0	0	0	0	0	0
1	5/10/15 18:38	26.39	0	41.785	0	0	0	0	0	0
1	5/10/15 18:39	26.39	0	42.426	0	0	0	0	0	0
1	5/10/15 18:40	26.39	0	43.368	0	0	0	0	0	0
1	5/10/15 18:41	26.39	0	44.33	0	0	0	0	0	0
1	5/10/15 18:42	26.292	0	45.928	0	0	0	0	0	0
1	5/10/15 18:43	26.292	0	47.743	0	0	0	0	0	0
1	5/10/15 18:44	26.292	0	50.091	0	0	0	0	0	0
1	5/10/15 18:45	26.292	0	51.678	0	0	0	0	0	0
1	5/10/15 18:46	26.292	0	52.646	0	0	0	0	0	0
1	5/10/15 18:47	26.292	0	52.824	0	0	0	0	0	0
1	5/10/15 18:48	26.292	0	52.425	0	0	0	0	0	0
1	5/10/15 18:49	26.292	0	51.504	0	0	0	0	0	0
1	5/10/15 18:50	26.195	0	50.303	0	0	0	0	0	0
1	5/10/15 18:51	26.195	0	48.965	0	0	0	0	0	0
1	5/10/15 18:52	26.195	0	47.582	0	0	0	0	0	0
1	5/10/15 18:53	26.195	0	46.161	0	0	0	0	0	0
1	5/10/15 18:54	26.195	0	44.97	0	0	0	0	0	0
1	5/10/15 18:55	26.195	0	43.921	0	0	0	0	0	0
1	5/10/15 18:56	26.195	0	42.822	0	0	0	0	0	0
1	5/10/15 18:57	26.195	0	42.104	0	0	0	0	0	0
1	5/10/15 18:58	26.195	0	41.679	0	0	0	0	0	0
1	5/10/15 18:59	26.195	0	41.293	0	0	0	0	0	0
1	5/10/15 19:00	26.195	0	41.049	0	0	0	0	0	0
1	5/10/15 19:01	26.195	0	41.014	0	0	0	0	0	0
1	5/10/15 19:02	26.195	0	41.363	0	0	0	0	0	0
1	5/10/15 19:03	26.097	0	41.679	0	0	0	0	0	0
1	5/10/15 19:04	26.195	0	41.714	0	0	0	0	0	0
1	5/10/15 19:05	26.097	0	41.398	0	0	0	0	0	0
1	5/10/15 19:06	26.097	0	40.702	0	0	0	0	0	0
1	5/10/15 19:07	26.097	0	40.945	0	0	0	0	0	0
1	5/10/15 19:08	26.097	0	41.998	0	0	0	0	0	0
1	5/10/15 19:09	26.097	0	43.295	0	0	0	0	0	0
1	5/10/15 19:10	26.097	0	44.48	0	0	0	0	0	0
1	5/10/15 19:11	26.097	0	45.543	0	0	0	0	0	0
1	5/10/15 19:12	26.097	0	46.591	0	0	0	0	0	0
1	5/10/15 19:13	26.097	0	47.303	0	0	0	0	0	0
1	5/10/15 19:14	26.097	0	47.944	0	0	0	0	0	0
1	5/10/15 19:15	26.097	0	48.35	0	0	0	0	0	0
1	5/10/15 19:16	26.097	0	48.677	0	0	0	0	0	0
1	5/10/15 19:17	26.097	0	48.924	0	0	0	0	0	0
1	5/10/15 19:18	26.097	0	49.172	0	0	0	0	0	0
1	5/10/15 19:19	26.097	0	49.546	0	0	0	0	0	0
1	5/10/15 19:20	26.097	0	49.881	0	0	0	0	0	0
1	5/10/15 19:21	26.097	0	50.218	0	0	0	0	0	0
1	5/10/15 19:22	26.097	0	50.601	0	0	0	0	0	0
1	5/10/15 19:23	26.097	0	50.943	0	0	0	0	0	0
1	5/10/15 19:24	26.097	0	51.201	0	0	0	0	0	0
1	5/10/15 19:25	26	0	51.418	0	0	0	0	0	0
1	5/10/15 19:26	26	0	51.461	0	0	0	0	0	0
1	5/10/15 19:27	26	0	51.548	0	0	0	0	0	0
1	5/10/15 19:28	26	0	51.853	0	0	0	0	0	0
1	5/10/15 19:29	26	0	51.897	0	0	0	0	0	0
1	5/10/15 19:30	26	0	52.028	0	0	0	0	0	0
1	5/10/15 19:31	26	0	52.028	0	0	0	0	0	0
1	5/10/15 19:32	26	0	52.116	0	0	0	0	0	0
1	5/10/15 19:33	26	0	52.116	0	0	0	0	0	0
1	5/10/15 19:34	26	0	52.028	0	0	0	0	0	0
1	5/10/15 19:35	26	0	51.984	0	0	0	0	0	0
1	5/10/15 19:36	26	0	51.853	0	0	0	0	0	0
1	5/10/15 19:37	26	0	51.635	0	0	0	0	0	0
1	5/10/15 19:38	26	0	51.548	0	0	0	0	0	0
1	5/10/15 19:39	26	0	51.635	0	0	0	0	0	0
1	5/10/15 19:40	26	0	51.897	0	0	0	0	0	0
1	5/10/15 19:41	26	0	52.691	0	0	0	0	0	0
1	5/10/15 19:42	26	0	53.588	0	0	0	0	0	0
1	5/10/15 19:43	26	0	54.317	0	0	0	0	0	0
1	5/10/15 19:44	26	0	54.871	0	0	0	0	0	0
1	5/10/15 19:45	26	0	55.477	0	0	0	0	0	0
1	5/10/15 19:46	26	0	55.713	0	0	0	0	0	0
1	5/10/15 19:47	26	0	55.807	0	0	0	0	0	0
1	5/10/15 19:48	26	0	55.76	0	0	0	0	0	0
1	5/10/15 19:49	26	0	55.665	0	0	0	0	0	0
1	5/10/15 19:50	26	0	55.618	0	0	0	0	0	0
1	5/10/15 19:51	26	0	55.384	0	0	0	0	0	0
1	5/10/15 19:52	26	0	55.337	0	0	0	0	0	0
1	5/10/15 19:53	26	0	55.103	0	0	0	0	0	0
1	5/10/15 19:54	25.902	0	55.01	0	0	0	0	0	0
1	5/10/15 19:55	26	0	54.639	0	0	0	0	0	0
1	5/10/15 19:56	25.902	0	54.363	0	0	0	0	0	0
1	5/10/15 19:57	25.902	0	54.134	0	0	0	0	0	0
1	5/10/15 19:58	25.902	0	53.724	0	0	0	0	0	0
1	5/10/15 19:59	25.902	0	53.317	0	0	0	0	0	0
1	5/10/15 20:00	25.902	0	53.003	0	0	0	0	0	0
1	5/10/15 20:01	25.902	0	52.691	0	0	0	0	0	0
1	5/10/15 20:02	25.902	0	52.204	0	0	0	0	0	0
1	5/10/15 20:03	25.902	0	52.028	0	0	0	0	0	0
1	5/10/15 20:04	25.902	0	51.853	0	0	0	0	0	0
1	5/10/15 20:05	25.902	0	51.809	0	0	0	0	0	0
1	5/10/15 20:06	25.902	0	51.897	0	0	0	0	0	0
1	5/10/15 20:07	25.902	0	51.853	0	0	0	0	0	0
1	5/10/15 20:08	25.902	0	51.94	0	0	0	0	0	0
1	5/10/15 20:09	25.902	0	52.16	0	0	0	0	0	0
1	5/10/15 20:10	25.902	0	52.292	0	0	0	0	0	0
1	5/10/15 20:11	25.902	0	52.513	0	0	0	0	0	0
1	5/10/15 20:12	25.902	0	52.558	0	0	0	0	0	0
1	5/10/15 20:13	25.902	0	52.602	0	0	0	0	0	0
1	5/10/15 20:14	25.902	0	52.602	0	0	0	0	0	0
1	5/10/15 20:15	25.902	0	52.513	0	0	0	0	0	0
1	5/10/15 20:16	25.902	0	52.336	0	0	0	0	0	0
1	5/10/15 20:17	25.902	0	52.072	0	0	0	0	0	0
1	5/10/15 20:18	25.902	0	51.809	0	0	0	0	0	0
1	5/10/15 20:19	25.902	0	51.418	0	0	0	0	0	0
1	5/10/15 20:20	25.805	0	51.244	0	0	0	0	0	0
1	5/10/15 20:21	25.805	0	50.814	0	0	0	0	0	0
1	5/10/15 20:22	25.805	0	50.43	0	0	0	0	0	0
1	5/10/15 20:23	25.805	0	50.091	0	0	0	0	0	0
1	5/10/15 20:24	25.805	0	49.755	0	0	0	0	0	0
1	5/10/15 20:25	25.805	0	49.462	0	0	0	0	0	0
1	5/10/15 20:26	25.805	0	49.089	0	0	0	0	0	0
1	5/10/15 20:27	25.805	0	48.759	0	0	0	0	0	0
1	5/10/15 20:28	25.805	0	48.513	0	0	0	0	0	0
1	5/10/15 20:29	25.805	0	48.187	0	0	0	0	0	0
1	5/10/15 20:30	25.805	0	48.187	0	0	0	0	0	0
1	5/10/15 20:31	25.805	0	48.269	0	0	0	0	0	0
1	5/10/15 20:32	25.805	0	48.595	0	0	0	0	0	0
1	5/10/15 20:33	25.805	0	48.595	0	0	0	0	0	0
1	5/10/15 20:34	25.805	0	48.595	0	0	0	0	0	0
1	5/10/15 20:35	25.805	0	48.677	0	0	0	0	0	0
1	5/10/15 20:36	25.805	0	48.513	0	0	0	0	0	0
1	5/10/15 20:37	25.805	0	48.187	0	0	0	0	0	0
1	5/10/15 20:38	25.805	0	47.542	0	0	0	0	0	0
1	5/10/15 20:39	25.805	0	46.827	0	0	0	0	0	0
1	5/10/15 20:40	25.805	0	45.967	0	0	0	0	0	0
1	5/10/15 20:41	25.805	0	45.16	0	0	0	0	0	0
1	5/10/15 20:42	25.805	0	44.33	0	0	0	0	0	0
1	5/10/15 20:43	25.805	0	43.699	0	0	0	0	0	0
1	5/10/15 20:44	25.805	0	43.003	0	0	0	0	0	0
1	5/10/15 20:45	25.805	0	42.426	0	0	0	0	0	0
1	5/10/15 20:46	25.805	0	41.644	0	0	0	0	0	0
1	5/10/15 20:47	25.805	0	40.737	0	0	0	0	0	0
1	5/10/15 20:48	25.708	0	39.848	0	0	0	0	0	0
1	5/10/15 20:49	25.708	0	39.31	0	0	0	0	0	0
1	5/10/15 20:50	25.708	0	38.746	0	0	0	0	0	0
1	5/10/15 20:51	25.708	0	37.832	0	0	0	0	0	0
1	5/10/15 20:52	25.708	0	37.255	0	0	0	0	0	0
1	5/10/15 20:53	25.708	0	36.592	0	0	0	0	0	0
1	5/10/15 20:54	25.708	0	35.877	0	0	0	0	0	0
1	5/10/15 20:55	25.708	0	35.509	0	0	0	0	0	0
1	5/10/15 20:56	25.708	0	34.993	0	0	0	0	0	0
1	5/10/15 20:57	25.708	0	34.483	0	0	0	0	0	0
1	5/10/15 20:58	25.708	0	34.157	0	0	0	0	0	0
1	5/10/15 20:59	25.708	0	33.775	0	0	0	0	0	0
1	5/10/15 21:00	25.708	0	33.483	0	0	0	0	0	0
1	5/10/15 21:01	25.708	0	33.251	0	0	0	0	0	0
1	5/10/15 21:02	25.708	0	33.483	0	0	0	0	0	0
1	5/10/15 21:03	25.708	0	34.098	0	0	0	0	0	0
1	5/10/15 21:04	25.708	0	34.842	0	0	0	0	0	0
1	5/10/15 21:05	25.708	0	35.356	0	0	0	0	0	0
1	5/10/15 21:06	25.708	0	34.812	0	0	0	0	0	0
1	5/10/15 21:07	25.708	0	33.049	0	0	0	0	0	0
1	5/10/15 21:08	25.708	0	31.223	0	0	0	0	0	0
1	5/10/15 21:09	25.708	0	29.4	0	0	0	0	0	0
1	5/10/15 21:10	25.708	0	27.735	0	0	0	0	0	0
1	5/10/15 21:11	25.708	0	26.141	0	0	0	0	0	0
1	5/10/15 21:12	25.708	0	24.774	0	0	0	0	0	0
1	5/10/15 21:13	25.61	0	23.28	0	0	0	0	0	0
1	5/10/15 21:14	25.708	0	22.189	0	0	0	0	0	0
1	5/10/15 21:15	25.61	0	21.151	0	0	0	0	0	0
1	5/10/15 21:16	25.61	0	20.164	0	0	0	0	0	0
1	5/10/15 21:17	25.61	0	19.363	0	0	0	0	0	0
1	5/10/15 21:18	25.61	0	18.658	0	0	0	0	0	0
1	5/10/15 21:19	25.61	0	17.949	0	0	0	0	0	0
1	5/10/15 21:20	25.61	0	17.422	0	0	0	0	0	0
1	5/10/15 21:21	25.61	0	16.848	0	0	0	0	0	0
1	5/10/15 21:22	25.61	0	16.429	0	0	0	0	0	0
1	5/10/15 21:23	25.61	0	15.925	0	0	0	0	0	0
1	5/10/15 21:24	25.61	0	15.43	0	0	0	0	0	0
1	5/10/15 21:25	25.61	0	14.994	0	0	0	0	0	0
1	5/10/15 21:26	25.61	0	14.581	0	0	0	0	0	0
1	5/10/15 21:27	25.61	0	14.291	0	0	0	0	0	0
1	5/10/15 21:28	25.61	0	14.173	0	0	0	0	0	0
1	5/10/15 21:29	25.61	0	14.241	0	0	0	0	0	0
1	5/10/15 21:30	25.61	0	15.115	0	0	0	0	0	0
1	5/10/15 21:31	25.61	0	16.94	0	0	0	0	0	0
1	5/10/15 21:32	25.61	0	18.619	0	0	0	0	0	0
1	5/10/15 21:33	25.61	0	19.562	0	0	0	0	0	0
1	5/10/15 21:34	25.61	0	19.562	0	0	0	0	0	0
1	5/10/15 21:35	25.61	0	18.813	0	0	0	0	0	0
1	5/10/15 21:36	25.61	0	17.911	0	0	0	0	0	0
1	5/10/15 21:37	25.61	0	17.013	0	0	0	0	0	0
1	5/10/15 21:38	25.61	0	16.122	0	0	0	0	0	0
1	5/10/15 21:39	25.61	0	15.325	0	0	0	0	0	0
1	5/10/15 21:40	25.61	0	14.512	0	0	0	0	0	0
1	5/10/15 21:41	25.61	0	14.089	0	0	0	0	0	0
1	5/10/15 21:42	25.61	0	14.393	0	0	0	0	0	0
1	5/10/15 21:43	25.61	0	14.258	0	0	0	0	0	0
1	5/10/15 21:44	25.513	0	13.971	0	0	0	0	0	0
1	5/10/15 21:45	25.513	0	13.754	0	0	0	0	0	0
1	5/10/15 21:46	25.513	0	13.621	0	0	0	0	0	0
1	5/10/15 21:47	25.513	0	13.324	0	0	0	0	0	0
1	5/10/15 21:48	25.513	0	12.964	0	0	0	0	0	0
1	5/10/15 21:49	25.513	0	12.609	0	0	0	0	0	0
1	5/10/15 21:50	25.513	0	12.242	0	0	0	0	0	0
1	5/10/15 21:51	25.513	0	11.926	0	0	0	0	0	0
1	5/10/15 21:52	25.513	0	11.691	0	0	0	0	0	0
1	5/10/15 21:53	25.513	0	11.397	0	0	0	0	0	0
1	5/10/15 21:54	25.513	0	11.166	0	0	0	0	0	0
1	5/10/15 21:55	25.513	0	10.937	0	0	0	0	0	0
1	5/10/15 21:56	25.513	0	10.71	0	0	0	0	0	0
1	5/10/15 21:57	25.513	0	10.469	0	0	0	0	0	0
1	5/10/15 21:58	25.513	0	10.32	0	0	0	0	0	0
1	5/10/15 21:59	25.513	0	10.112	0	0	0	0	0	0
1	5/10/15 22:00	25.513	0	10.008	0	0	0	0	0	0
1	5/10/15 22:01	25.513	0	9.979	0	0	0	0	0	0
1	5/10/15 22:02	25.513	0	10.112	0	0	0	0	0	0
1	5/10/15 22:03	25.513	0	10.409	0	0	0	0	0	0
1	5/10/15 22:04	25.513	0	10.922	0	0	0	0	0	0
1	5/10/15 22:05	25.513	0	11.801	0	0	0	0	0	0
1	5/10/15 22:06	25.513	0	12.997	0	0	0	0	0	0
1	5/10/15 22:07	25.513	0	14.106	0	0	0	0	0	0
1	5/10/15 22:08	25.513	0	15.063	0	0	0	0	0	0
1	5/10/15 22:09	25.513	0	15.73	0	0	0	0	0	0
1	5/10/15 22:10	25.513	0	16.248	0	0	0	0	0	0
1	5/10/15 22:11	25.513	0	16.683	0	0	0	0	0	0
1	5/10/15 22:12	25.513	0	17.124	0	0	0	0	0	0
1	5/10/15 22:13	25.513	0	17.665	0	0	0	0	0	0
1	5/10/15 22:14	25.513	0	18.177	0	0	0	0	0	0
1	5/10/15 22:15	25.513	0	18.639	0	0	0	0	0	0
1	5/10/15 22:16	25.513	0	19.087	0	0	0	0	0	0
1	5/10/15 22:17	25.513	0	19.343	0	0	0	0	0	0
1	5/10/15 22:18	25.513	0	19.582	0	0	0	0	0	0
1	5/10/15 22:19	25.513	0	19.641	0	0	0	0	0	0
1	5/10/15 22:20	25.513	0	19.601	0	0	0	0	0	0
1	5/10/15 22:21	25.513	0	19.423	0	0	0	0	0	0
1	5/10/15 22:22	25.416	0	19.245	0	0	0	0	0	0
1	5/10/15 22:23	25.416	0	18.989	0	0	0	0	0	0
1	5/10/15 22:24	25.416	0	18.833	0	0	0	0	0	0
1	5/10/15 22:25	25.513	0	18.736	0	0	0	0	0	0
1	5/10/15 22:26	25.513	0	18.794	0	0	0	0	0	0
1	5/10/15 22:27	25.513	0	18.891	0	0	0	0	0	0
1	5/10/15 22:28	25.416	0	19.009	0	0	0	0	0	0
1	5/10/15 22:29	25.416	0	19.225	0	0	0	0	0	0
1	5/10/15 22:30	25.416	0	19.462	0	0	0	0	0	0
1	5/10/15 22:31	25.416	0	19.661	0	0	0	0	0	0
1	5/10/15 22:32	25.416	0	20.023	0	0	0	0	0	0
1	5/10/15 22:33	25.513	0	20.511	0	0	0	0	0	0
1	5/10/15 22:34	25.513	0	21.402	0	0	0	0	0	0
1	5/10/15 22:35	25.513	0	22.599	0	0	0	0	0	0
1	5/10/15 22:36	25.513	0	23.682	0	0	0	0	0	0
1	5/10/15 22:37	25.513	0	24.269	0	0	0	0	0	0
1	5/10/15 22:38	25.416	0	25.475	0	0	0	0	0	0
1	5/10/15 22:39	25.513	0	26.868	0	0	0	0	0	0
1	5/10/15 22:40	25.513	0	28.113	0	0	0	0	0	0
1	5/10/15 22:41	25.416	0	29.139	0	0	0	0	0	0
1	5/10/15 22:42	25.416	0	29.981	0	0	0	0	0	0
1	5/10/15 22:43	25.416	0	30.76	0	0	0	0	0	0
1	5/10/15 22:44	25.416	0	31.333	0	0	0	0	0	0
1	5/10/15 22:45	25.416	0	31.776	0	0	0	0	0	0
1	5/10/15 22:46	25.416	0	32.196	0	0	0	0	0	0
1	5/10/15 22:47	25.416	0	32.564	0	0	0	0	0	0
1	5/10/15 22:48	25.416	0	32.763	0	0	0	0	0	0
1	5/10/15 22:49	25.416	0	32.906	0	0	0	0	0	0
1	5/10/15 22:50	25.416	0	32.963	0	0	0	0	0	0
1	5/10/15 22:51	25.416	0	32.935	0	0	0	0	0	0
1	5/10/15 22:52	25.416	0	32.992	0	0	0	0	0	0
1	5/10/15 22:53	25.416	0	32.82	0	0	0	0	0	0
1	5/10/15 22:54	25.416	0	32.677	0	0	0	0	0	0
1	5/10/15 22:55	25.416	0	32.394	0	0	0	0	0	0
1	5/10/15 22:56	25.416	0	32.224	0	0	0	0	0	0
1	5/10/15 22:57	25.416	0	32.084	0	0	0	0	0	0
1	5/10/15 22:58	25.416	0	31.888	0	0	0	0	0	0
1	5/10/15 22:59	25.416	0	31.693	0	0	0	0	0	0
1	5/10/15 23:00	25.416	0	31.499	0	0	0	0	0	0
1	5/10/15 23:01	25.416	0	31.141	0	0	0	0	0	0
1	5/10/15 23:02	25.416	0	30.841	0	0	0	0	0	0
1	5/10/15 23:03	25.416	0	30.543	0	0	0	0	0	0
1	5/10/15 23:04	25.416	0	30.382	0	0	0	0	0	0
1	5/10/15 23:05	25.416	0	30.328	0	0	0	0	0	0
1	5/10/15 23:06	25.416	0	30.328	0	0	0	0	0	0
1	5/10/15 23:07	25.416	0	30.732	0	0	0	0	0	0
1	5/10/15 23:08	25.416	0	31.196	0	0	0	0	0	0
1	5/10/15 23:09	25.416	0	32	0	0	0	0	0	0
1	5/10/15 23:10	25.416	0	32.935	0	0	0	0	0	0
1	5/10/15 23:11	25.416	0	33.775	0	0	0	0	0	0
1	5/10/15 23:12	25.416	0	34.722	0	0	0	0	0	0
